video,text
40,they've obviously never done a postdoc
40,so all of this is
40,new to them right so as you're learning
40,you need to help them learn
40,so the common thread that i'm going to
40,be
40,talking about here is making things
40,simple so there's an acronym kiss
40,k-i-s-s
40,means keep it simple stupid means don't
40,over complicate things keep it really
40,really simple
40,and that's going to be your best friend
40,and trying to explain all of this to
40,your friends and family
40,so let's start with how to describe your
40,research
40,and then we'll talk about grad school
40,and then we'll talk about a post-doc
40,so when you're talking about your
40,research
40,what you cannot do especially when it
40,comes to your research more than
40,anything else
40,is get into the weeds okay more than
40,likely they don't have a scientific
40,background
40,so you can't be talking about this
40,complex cell signaling you can't be
40,talking about this interaction what you
40,need to do is try to find
40,big common pictures so
40,i study this kind of cancer i study
40,hepatocell you know hcc hepatocellular
40,carcinoma
40,i study the effects of insulin
40,in the body i study circadian rhythm
40,keep it really simple then if they ask
40,follow-up questions about what it is
40,that you study
40,you can get into it so i study circadian
40,rhythm
40,oh that's really cool like so you study
40,how
40,people sleep and how they stay up no
40,what i study
40,is how x y or z
40,changes in the body over time as we're
40,you know awake and
40,sleeping and how that plays into our
40,metabolic health right something like
40,this
40,you can give follow-ups afterwards but
40,always start
40,very simply the other thing
40,is always be careful how you frame
40,things okay
40,don't try to oversell it don't try to
40,make it seem like you're
40,you know a world-class expert at
40,everything like you're obviously
40,studying a narrow field as all of us do
40,you know make sure that you stay within
40,that lane
40,and as you move forward
40,you'll have to start talking about what
40,you do in grad school so
40,there's a lot of common misconceptions
40,you're going to hear about grad school
40,so
40,a lot of it is like well you know you're
40,really just a student so can't you just
40,get like a job
40,after work to help pay for everything no
40,they don't understand that grad school
40,is like a full-time job and you're going
40,to be working 40 50
40,60 hours a week okay oh
40,so you know you you're in grad school
40,but you don't take class like how does
40,that work
40,again they don't understand that you
40,probably just take classes for the first
40,year maybe
40,two and then afterwards you have your
40,calls or prelims or
40,or however your department does it and
40,then from there you're just doing
40,research once you're all but
40,dissertation um
40,you know they don't understand why you
40,have to go into the lab on the weekends
40,or maybe why you have to stay late
40,um why this has impacted your dating
40,life or your
40,relationship with friends they don't
40,understand all of this so you need to
40,keep it really simple
40,okay this is what it means to go to grad
40,school i take classes for the first
40,couple years and then i have to take a
40,big test
40,and this test determines whether or not
40,i'm qualified
40,to continue on and get my phd and after
40,i do this test what i'm going to be
40,doing is doing research in a lab
40,on blank whatever it was that you
40,explained to them
40,and then i'm going to write a
40,dissertation on it and then there's a
40,lot of other things that go into it
40,right
40,so i maybe have
40,to work as a teaching assistant and i
40,have to teach you know undergrad
40,classes or i have to
40,go to these different conferences and so
40,i have to travel around the country
40,you know there's a lot of papers that i
40,have to read which is why i have a stack
40,of papers
40,up to the ceiling you know you can break
40,it down really simple and help them to
40,understand because you got to remember
40,unless you've gone through grad school
40,your experience with school is strictly
40,like what you had in undergrad
40,it's you take x amount of credits you do
40,classes x y and z if you get a good
40,grade then you can pass
40,and move on right so it's really easy to
40,say okay if i take my
40,12 credits a semester or 15 credits a
40,semester whatever it is
40,you know then at the end of four years
40,i'll have enough to graduate
40,there isn't this when will you graduate
40,i don't know
40,it depends when my pi and my committee
40,are going to let me graduate you know
40,that kind of
40,thing doesn't exist in undergrad they
40,don't under they can't wrap their mind
40,around what that means how can you not
40,know when you're going to be graduating
40,um you know how could classes not be
40,that important well because
40,you know in your phd you basically study
40,hard and you do well and if you don't
40,you know
40,they kick you out and so it's not really
40,about getting straight a's it's about
40,how can i maintain the gpa that i need
40,to
40,stay in the program and what's more
40,important is getting my research done
40,and publishing
40,and that's what's going to get me a
40,position as a as a postdoc
40,and then that's the next one is
40,explaining what is a post-doc
40,so actually with my family what i found
40,was that
40,explaining my research was hard at first
40,because what i tried to do was
40,over explain i tried to go too in depth
40,in what it was that i was doing
40,and once i realized that that wasn't
40,helping and i dialed it back a little
40,bit
40,then i could see the wheels turning and
40,like okay they understand
40,kind of what it is that i'm researching
40,when it came to grad
40,school it was a lot easier to explain
40,because as i was learning it i was also
40,explaining to them okay like
40,yeah there isn't a set time course that
40,you're in grad school and this is what
40,a qualifying exam is and this is like
40,what it takes to write a dissertation
40,you know
40,those kinds of things as i learned them
40,was able to communicate those back to my
40,family and it made it a little bit
40,easier
40,the one that really i had a hard time
40,with with my family and with other
40,friends and
40,when my parents you know maybe try to
40,explain it to their friends
40,was what a post-doc is
40,and the reason that it was really hard
40,is because
40,you're not in grad school anymore so
40,you're not really a student
40,but you're not really working full-time
40,it's a transient position
40,and it's not a thing that is um
40,something that someone's familiar with
40,you're not a scientist or you're not a
40,professor
40,you're kind of this like weird in
40,between stage
40,and what i found worked well is
40,explaining that it was sort of like
40,residency for doctors except it's first
40,scientists
40,so it's the same thing it's like being a
40,scientist in training you work
40,underneath a professor and you train how
40,to be a scientist
40,that was the best way that i could
40,explain it
40,um but there will be a lot of questions
40,about like well you have this degree
40,why are you only making forty thousand
40,dollars a year actually i think that the
40,nih minimum is higher than that it's
40,like 50 some thousand but still like why
40,are you like making no money
40,um if you're like in this in between
40,position why are you working 100 hours a
40,week
40,there's there's all these kinds of
40,questions that you're to have to fill in
40,but again just keep it simple you
40,walk them through okay i have my degree
40,and basically what a phd
40,degree means is that i've learned how to
40,work the scientific method to answer
40,a scientific question but now what i'm
40,going to do is under the supervision of
40,a different
40,professor is i'm going to learn to
40,perfect it i'm going to learn how to
40,address a new question
40,and use these new skills that i've
40,developed
40,to answer something new publish
40,something new
40,and get some funding to be able to start
40,my own lab or you know after i've
40,developed these skills out a little bit
40,more i'll move over to industry or maybe
40,i'll go work for the government
40,you know and like the fda or something
40,um
40,this is kind of what you need to do to
40,explain to them but i definitely have
40,found that the postdoc
40,was the hardest one to explain but again
40,i think that if you just explain it it's
40,like
40,it's sort of like how a doctor after
40,medical school goes to residency it's
40,the same thing
40,a scientist has to go through a postdoc
40,and it's just a supervised period of
40,research is what it is
40,and if you can explain it that way and
40,break it down i think you'll have a
40,little bit better of a time
40,so i kind of hope this helps a little
40,bit i mean if you have any questions
40,about any of this
40,make sure to leave it down in the
40,comment section below i know that this
40,was something that i struggled with for
40,a while through most of
40,the time that i was working until i
40,finally moved and became a scientist
40,in industry and even now they still
40,don't quite know what it is that i do
40,as a scientist but at least they have an
40,idea of like i'm a scientist and that's
40,a little bit easier to explain to people
40,um again if there's any other video
40,suggestions make sure to leave them down
40,in the comment section below i probably
40,should have mentioned this at the
40,beginning of the video with all the new
40,subscribers is
40,i really enjoy answering viewer
40,questions that come in the comments
40,section so
40,either i'll answer them in the comment
40,section or if it's something that i
40,think is
40,worth a video i'll make a whole video on
40,it so make sure to always leave any of
40,your questions in the comment section
40,below
40,with that i'll catch you guys in the
40,next one bye
41,welcome back everybody so today we're
41,gonna do part one of a two-part video on
41,networking
41,so if you like this content make sure to
41,like subscribe
41,it's really gonna help me show that the
41,channel is doing well and that you guys
41,are enjoying the content i'm putting out
41,if you have any viewer questions make
41,sure to leave them in the comment
41,section down below
41,i always try to read them and respond to
41,every comment and
41,most of the comments i end up actually
41,making a video about
41,so make sure to leave a comment down
41,below so today we're going to get into
41,networking now today we're going to be
41,talking about an
41,overview of networking and why it's
41,important and we're going to talk about
41,networking within your you know academic
41,institute
41,i'm going to do a second video
41,specifically designed
41,towards networking at a conference now
41,both of these
41,have very similar skill sets and reasons
41,why you're going to want to do it but
41,they are a little bit different so i
41,decided to split it up into two videos
41,so we don't have just one
41,super mega long video now
41,networking unlike in the business world
41,in science networking is sort of it's
41,like a dirty word right
41,you don't want to think about networking
41,what a lot of people say is that they
41,want their science to stand on its own
41,that let the data speak for itself and
41,there's a good and bad to that so
41,obviously the good in that is you know
41,when
41,when i produce data what i want is for
41,people to look at my data
41,and to be able to understand what i
41,presented and
41,or wrote about and published you know
41,whatever it might be
41,i want them to understand that data and
41,i want them to feel like okay
41,this is a meaningful thing i believe
41,this data
41,it makes sense to me and i think that it
41,moved
41,a particular field forward that is what
41,you would like you want your data to
41,stand
41,for itself the problem is you need a
41,spokesperson for your data
41,and you're the only person that's going
41,to be that spokesperson
41,so you need to be able to get up and be
41,a little bit of a salesman or a woman
41,and let them know why your data is
41,important
41,the other thing is that you need to make
41,connections because
41,although you could have great data if
41,you don't know the right people you're
41,never going to get your data out there
41,and when you want to find new positions
41,you're going to have a hard time if you
41,don't have a network built up
41,and it even starts with small things
41,like needing a letter of recommendation
41,so let's dive into this let's talk about
41,what networking really is what
41,networking
41,isn't and how you can use
41,people within your institute to help
41,advance your career
41,again we'll get into you know people
41,outside of your institute in the next
41,video but let's start small so what
41,is and isn't networking networking is
41,basically
41,the ability to gain professional
41,relationships
41,so just like when you go out and you
41,make friends in
41,school college
41,you know on a sports team in a music
41,band wherever you are
41,it's the same idea is you want to start
41,adding professional relationships and
41,there are
41,many different kinds of professional
41,relationships that you could add
41,there are peers so if you're a graduate
41,student or a postdoc
41,adding people that are grad students and
41,postdoc to that little bucket
41,of peers they could be
41,your pi they could be other
41,you know um professionals within the
41,department so maybe somebody on your
41,thesis committee
41,or a pi that you get to know well within
41,the department that's you know
41,two labs over and you see them every day
41,and you talk
41,what networking is not is
41,um like a fake connection of like
41,well i see this person every day and i
41,say hi to them and
41,so when the time comes i'm going to ask
41,them for a letter of recommendation
41,because they are going to know nothing
41,about you and they're not going to be
41,able to give you
41,a recommendation letter you need to find
41,people that you truly truly identify
41,with and you get to know well
41,and i'm going to give you examples of
41,people that i used as
41,you know or what i consider good
41,core parts of my professional network
41,now the people that are at your
41,university are going to
41,be fundamental in a couple of things the
41,first
41,is that likely they're in a somewhat
41,similar
41,field to you or one that you may want to
41,be in so they may know people that are
41,going to be hiring for postdocs
41,they may know people that work in
41,industry that can help you get into
41,industry
41,you know they're going to be the
41,foundation of giving you ideas of who
41,you could talk to
41,the next thing is that they're going to
41,be able to help greatly with letters of
41,recommendation
41,and let me tell you the letters of
41,recommendation are
41,really really important and
41,even if you know somebody just generally
41,the people are going to know
41,who who knows you superficially versus
41,who really knows you
41,so if they write a general letter you
41,know john
41,smith is a student in our department
41,and he seems to be intelligent and hard
41,working
41,and you know they don't really go in
41,depth they're gonna know
41,the individual reading is gonna know
41,that they just know you on a superficial
41,level that
41,you don't really know that person and
41,they don't know you
41,it's different if they say jane doe
41,has been coming and presenting at this
41,group data meeting every
41,week they always ask intelligent
41,questions
41,they've had this and this breakthrough
41,in their research that seems
41,advanced for someone at their peer level
41,you know these types of things that when
41,they really get to know you that's going
41,to stand out as like
41,wow this person knows the individual
41,they're writing about and that this
41,individual
41,really is somebody worth knowing
41,so the people that i had as my core
41,network in a graduate school and then
41,i'll talk about what i had
41,in my postdoc but in my graduate school
41,obviously my pi
41,he was obviously someone that i always
41,had as a letter of recommendation
41,there was a professor in the adjacent
41,department so there were two departments
41,that worked very close with each other
41,um i was in like the cell biology
41,department and then there was a farm
41,department that was right next to ours
41,there was a the person that was in
41,charge of the farm department served on
41,most of my stuff and i really got to
41,know her well she had a lot of
41,interaction with our department
41,and i got to know her really well
41,through classes and then subsequently
41,our lab collaborated with theirs a lot
41,and i was able to provide
41,feedback to their lab on direction of
41,certain aspects of techniques that they
41,weren't as familiar with so i really got
41,to know her well then
41,and she ended up being on my committee
41,then my department chair i got to know
41,him really well
41,i made sure that i always always always
41,tried to network with him
41,every single week if we had some kind of
41,a you know department meeting i
41,always went out of my way to say hi to
41,him talk to him
41,we talked about his lab we talked about
41,my lab i mean
41,i even knew his who his kids were
41,um you know over time got to learn about
41,his family history and
41,his kids and his wife and you know got
41,to know you know those personal details
41,but that's good
41,in terms of my peer group probably the
41,one that i am the closest with was
41,obviously the grad student that was the
41,senior grad
41,student within my department um
41,she was somebody that even to this day
41,like i still
41,network with her and keep in touch but
41,there are
41,others that were within my department
41,that i got to know well
41,and was able to um
41,use them in some ways not in in a bad
41,way but
41,you know they helped to introduce me to
41,different people down the road
41,and then obviously my wife who's been in
41,a video that we've made before and i'm
41,gonna have her come back again
41,and she's a great person to network with
41,because she was
41,always a little bit ahead of me within
41,my career so
41,she defended her dissertation before me
41,she started a postdoc before me she
41,moved to industry before me so i was
41,able to
41,emulate exactly what she did each step
41,of the way
41,and that was honestly very very helpful
41,when i went to my post doc the core that
41,i had built up was
41,a little bit more narrowed down
41,obviously my pi at the time
41,but there was a big group data meeting
41,that we would always go to every week
41,every friday morning and the postdocs
41,from about three or four labs would
41,rotate
41,presenting and within there there were a
41,few people that i got to know really
41,well that were faculty members
41,and they all were able to help introduce
41,me
41,to different people even one introduced
41,me to one of the csos at
41,pfizer um so you really
41,don't know who some of these pis know
41,until you know you ask
41,and i built great relationships with
41,them over the course of three years
41,and they were willing to help out when
41,the time came
41,the other people that i knew really well
41,that helped
41,to give me a little bit of a boost and
41,get to know people
41,within industry when i wanted to go to
41,industry was we had a
41,fellows council which was just a group
41,of 10 fellows or soul that would
41,organize
41,happy hours and and this kind of stuff
41,for the
41,the postdocs within the institute that i
41,was at
41,and there's two pis that served on this
41,committee and i got to know them really
41,really well and both of them were able
41,to connect me with
41,former postdocs that had since moved
41,into industry
41,and that was really helpful when i was
41,beginning my job search trying to move
41,into industry
41,so i hope this kind of gives you a
41,little bit of an idea
41,and you would be surprised how fast you
41,go from grad student to postdoc
41,into you know higher levels i already
41,have
41,um several post docs that i knew
41,from you know just a couple years ago
41,that have already asked me
41,i'm interested at this position in your
41,company do you think you could hook me
41,up with whoever
41,is hiring or you know i'm applying for
41,a position as a faculty member could you
41,serve as one of my
41,you know peer references because they
41,need references from pi's but they also
41,need peer references
41,so can you be a peer reference for me um
41,you know it's very quick that these
41,things happen and
41,you know you need to be ready for it
41,that the people that you thought were
41,just peers and just grad students
41,you know not that long into the future
41,they're going to be the pis and they're
41,going to be the ones that you need to
41,network with so it's not just about
41,getting to know the
41,pis although at this stage it is
41,important but you also need to start
41,really
41,building out that peer network
41,especially if you're going to be staying
41,within one field knowing your peers
41,within that
41,field so i hope this video was helpful
41,again
41,we're going to have part two coming out
41,later and that's going to be about
41,networking at conferences
41,but with that i always want to say bye
41,and i'll catch you in the next one
42,welcome back everybody so today we're
42,gonna pick up with part two of our
42,two-part series on
42,networking if you haven't seen the first
42,part i recommend going and checking that
42,out
42,it's all about networking within your
42,actual institution but today we're going
42,to talk about the trickier part
42,which is actually getting out at for
42,example a conference and networking and
42,building relationships
42,so we're going to start off by focusing
42,on networking as a graduate student or
42,postdoc
42,with people that are currently pi so
42,people that are more senior to you and
42,at the end we'll get into a little bit
42,about networking with your peers
42,but i think networking with your peers
42,tends to be a little bit easier and uses
42,some of the same tropes as
42,what you're going to be doing when
42,you're trying to network with somebody
42,that's a pi
42,so as always if you like this video make
42,sure to give it a thumbs up
42,we're trying to continue growing the
42,channel it really helps show that you
42,guys are interested in these videos that
42,i'm making it it helps
42,you know give me support so give it a
42,thumbs up if you like these videos
42,subscribe
42,we're at 600 subscribers already we're
42,working towards that
42,uh 1000 subscriber milestones so let's
42,keep them rolling so with that
42,let's get into the video so
42,the first thing that you're going to
42,need to do is you're going to need to
42,work on your elevator pitch
42,okay so what is an elevator pitch if
42,you're not familiar with that
42,that is your 15 second
42,pitch or you know self-representation
42,that you would give
42,for example if you're in an elevator so
42,if you got stuck with someone in the
42,elevator
42,and you had to tell them exactly what
42,your research was about for
42,that one elevator ride that you know one
42,minute
42,or so what would you tell them now when
42,i was in grad school i personally was
42,not very good at giving an elevator
42,pitch
42,i was someone that would just drag it on
42,and i wasn't very good at condensing
42,down
42,how to give an elevator pitch when i
42,went into my postdoc
42,however we actually did a few workshops
42,where a lot of the postdocs would get
42,together and we would practice our
42,elevator pitches with each other and
42,even a couple pis would come in and
42,listen
42,and give constructive feedback because
42,this is actually more important than you
42,think
42,when you're at a conference everybody's
42,busy they're shuffling around they're
42,trying to get from one talk to the next
42,there's this person that they haven't
42,seen in five years that wants to talk to
42,them there's this old grand student that
42,wants to talk to them
42,um you know maybe they have a talk they
42,have to give you have to be able to
42,catch their attention
42,very very quickly you have about 30
42,seconds to a minute to drill into
42,somebody
42,you know why they should spend time
42,talking to you
42,so practice your elevator pitch if you
42,guys don't already do this with other
42,grad students and postdocs get together
42,and practice with each other like giving
42,each other elevator pitches
42,it really comes in handy if you really
42,want to know more about
42,the art of doing this let me know in the
42,comments below and i can make a whole
42,video on how to give an elevator pitch
42,now once you have that the next thing
42,that you're going to need is to
42,be prepared in case they want for
42,example your cv
42,in case they want a business card have
42,those things ready to go i think that
42,it's always a good idea if you're going
42,to a conference
42,to have your business cards and your cv
42,ready have a few copies ready in case
42,you need it
42,of both of them now
42,the next thing that you're going to need
42,to do after you've kind of
42,prepared your elevator pitch and you've
42,gathered your business cards and your cv
42,and everything is when you get to the
42,conference
42,you know even before but especially at
42,the conferences you're gonna have to
42,have that
42,personal talk in the mirror this is by
42,far
42,the hardest thing and something that is
42,very hard
42,for me to try to coach through on just a
42,video but
42,you need to start working on building up
42,the courage
42,to go up to someone and talk to them and
42,this is really difficult
42,um even for people that are outgoing
42,it's hard
42,to go up to somebody and you know
42,a total stranger that you don't know
42,especially if they're like a well-known
42,pi
42,it can be very intimidating to go up to
42,them and start a conversation
42,you need to start practicing in front of
42,the mirror
42,whether that's the elevator pitch
42,whether you're practicing your
42,introduction
42,you need to be able to start getting
42,yourself amped up
42,ready to go and and building that
42,confidence okay
42,there's not a lot of pis out there that
42,are going to be mean and just kind of
42,steer you away um and most likely if
42,somebody
42,you know did kind of brush you a little
42,bit and and they try to just run off
42,it's probably because they're really
42,busy honestly they're not trying to be
42,rude would be my guess
42,um so don't worry about you know some
42,sort of rejection or that they're not
42,interested in you
42,especially if you're younger a lot of
42,them will take interest and they'll take
42,note that somebody younger is trying to
42,talk to them and they and they
42,find that admirable they'll enjoy that
42,but
42,practice what you're going to say and
42,start building up that courage
42,so when the moment comes you're ready to
42,act
42,now the next thing that you're going to
42,do is actually
42,being at the conference you need to
42,identify who you're going to talk to
42,some of it may be people that you
42,identified beforehand that you've looked
42,and you've said oh this is someone i've
42,read their papers i'm familiar with them
42,and if i run into them
42,you know and i get a chance i want to
42,introduce myself i'm interested in the
42,research that they do
42,some of it may be a person that your pi
42,works with and you want to get to know
42,them so you could go up to them and
42,introduce yourself and be like i'm you
42,know
42,so and so and you know i work in
42,so-and-so's lab
42,you know you guys collaborate i've seen
42,a lot of what you do i just wanted to go
42,up and introduce myself
42,as the you know senior grad student in
42,the lab
42,you know that's another way that you
42,could do it and then there's also times
42,where you may just be sitting in the
42,audience and you want to go up to
42,someone because you just
42,loved what they talked about and this
42,actually happened to me
42,so i was at a conference
42,a smaller biology of aging conference in
42,texas
42,and there was somebody that was from the
42,harvard
42,school of public health that was giving
42,a talk and i just
42,loved what he was talking about i had
42,never even heard of this individual
42,before the conference but i sat down
42,with him and i asked him a question and
42,i just said hey you know i saw your talk
42,like
42,what do you think about this and it was
42,one of those kinds of questions i
42,i can't recall anymore it was his years
42,ago what i can't remember what the exact
42,question was but it was something that
42,you would maybe
42,ask um you know in the q a after a talk
42,but
42,it was a very short q a i didn't get a
42,chance to ask
42,i mean he was very nice he answered the
42,question and we spent some time talking
42,and
42,next thing you know i gave an oral
42,presentation so he later followed up
42,with me and asked me a couple of
42,questions and
42,later down the line we sat down next to
42,each other and had a couple drinks and
42,shared back and forth our ideas on
42,something and he said you know i want to
42,start up a project kind of similar to
42,some of the stuff you've been doing what
42,do you think about this
42,and we talked and discussed and it later
42,down the road i actually
42,ended up applying for a postdoc position
42,in his lab him and i kept in touch in
42,grad school and i kind of
42,helped connect him with the pi that i
42,was working with and
42,they collaborated on a project that was
42,published in cell metabolism
42,and and things worked out really well um
42,i didn't end up going to his lap but
42,i did make that connection and there are
42,several different pis that i've met over
42,the years
42,going and talking and networking and
42,trying to build my brand okay
42,that's the most important thing with
42,networking is it's not a dirty word
42,it's it's um something you need to do
42,you need to build your personal brand
42,and that is going to help you when it
42,comes to trying to secure jobs to secure
42,grants to publish papers
42,you need people within your field
42,to know who you are the only way that's
42,going to happen is by going out there
42,you know having the courage to say hi
42,i'm so and so
42,and striking up a conversation if you
42,don't do that
42,your name will never get out there and
42,it's going to be very difficult for you
42,science is a very very social
42,discipline and if you're not able to
42,socialize it's going to be
42,really really hard to network and it's
42,going to be really hard to succeed
42,as a scientist you can have the best
42,ideas in the world but if you can't get
42,them out there
42,they're kind of meaningless okay now
42,in terms of networking with your peers
42,this is a little easier again
42,you have to have the courage right
42,however don't forget that your peers are
42,in the same boat as you
42,right so if you're at a conference it
42,may be your first conference it may also
42,be their first conference or you know
42,they're younger and they're not
42,as comfortable talking to pis maybe they
42,want to talk to somebody of their own
42,age
42,they also want to network with people
42,their own age
42,go walk around to the the posters
42,you know if you find an interesting
42,poster strike up a conversation with
42,somebody
42,show some interest you know that's the
42,biggest thing when you're talking to
42,people whether it's a pi
42,or a grad student a postdoc whoever show
42,interest in what they're doing if you
42,show interest in what they're doing
42,it's going to make such a difference
42,you're going to catch them
42,everybody wants to talk about their work
42,um that's just the reality everybody's
42,interested in what they do and everyone
42,wants to share their work
42,that's the best advice that i could give
42,when trying to network is
42,you know one you need to be able to sell
42,yourself with a good elevator pitch and
42,two you need to be able to show interest
42,in what others are doing
42,if you do those two things well you're
42,gonna
42,have a good chance of networking so i
42,think that this video has gone on
42,long enough i think that these are some
42,of the basic things that you need for
42,networking if you want to know more
42,about how to make an elevator pitch or
42,something more specific with networking
42,let me know and i'm happy to
42,make a video like that um you know
42,there's a lot of other ways that you can
42,network for example linkedin maybe you
42,want to see a video about how to
42,create you know a good linkedin profile
42,or things too or to not put into that
42,researchgate is another one there are
42,ways to network however i think one of
42,the best ways is at conferences and
42,that's why i kind of wanted to make this
42,specific video
42,so with that i'll catch you guys in the
42,next one again don't forget to like if
42,you
42,thought this was a good a good video
42,make sure to subscribe
42,uh really helps to show that you know
42,you guys are supporting the channel
42,and uh yeah i'll catch you guys in the
42,next one bye
43,welcome back everybody today we're going
43,to get into a good video which is
43,two separate apps that i use for
43,keeping organized during my post doc
43,during my grad school years
43,now these are two apps that are on an
43,ipad and i will admit that these apps
43,both of them cost money i think about
43,like
43,eight nine dollars but i think that it's
43,well worth it
43,um these really helped me a lot with
43,taking notes
43,organizing pdfs annotating pdfs
43,and this is two of the things that
43,during grad school and during your
43,postdoc you're going to do the most is
43,you're going to be taking notes
43,and you're going to be reading papers
43,and this is what i found helped me when
43,i had first started grad school
43,i just had stacks of papers piled up on
43,my desk and i quickly realized that this
43,was just not a tenable situation
43,and that i needed to find some kind of
43,an electronic way to
43,you know stay sane and i did that
43,through an ipad now
43,both of these apps happen to have apps
43,that work on a mac if you have a mac
43,but if you have a pc there's a lot of
43,good apps out there that you could use
43,um you know if you have the windows 360
43,suite
43,365 suite you know you have things like
43,onenote
43,and you know i could give other
43,recommendations but today i just wanted
43,to focus on the two apps that i've used
43,personally that i think are
43,just fantastic and i'll also throw in an
43,honorable mention as well
43,so the first one i'm going to start with
43,is one called good notes
43,now good notes is one that's really
43,evolved a lot and again
43,you could get this for the mac for the
43,iphone and for the ipad but really it's
43,designed for the ipad
43,and works well if you have an apple
43,pencil to go with it
43,and as you can see there's a lot of
43,different
43,ways that you could take notes i really
43,like
43,the always find what you wrote so it has
43,really good
43,handwriting recognition so one of the
43,things that always put me off about
43,taking hand notes on paper was that
43,there was no way to then go back and
43,find what i had written about so
43,you know if i was taking notes and i
43,wanted to search by keyword like
43,cell biology or mitochondria
43,there was no way to actually search for
43,that but with good notes they actually
43,have a really good
43,search engine so you could do a mixture
43,of handwriting but i think
43,in here they probably will show it
43,somewhere you also can type if you
43,really wanted to type your notes but
43,it's good for drawing
43,they i really like how they stack
43,everything in these notebooks
43,so unlike some other note-taking apps
43,which are more just like subfolders i
43,like hear how they organize things by
43,notebook so it was really
43,easy for me to make a notebook that was
43,designed for
43,you know cell biology you know whatever
43,the course number was and then i could
43,take all of my notes and sell biology
43,and organize them by sections again they
43,sync across all of your devices which is
43,good
43,and overall i just thought this was a
43,really fantastic app
43,now i'm also going to give an honorable
43,mention to another app which is
43,notability
43,notability is very similar to goodnotes
43,and in fact
43,if you really want to get deep dives
43,into either of these
43,there's so many videos on youtube that
43,go
43,over really in depth how to use each one
43,and maximize
43,each one that's not really the point of
43,this video it's more just to bring
43,awareness of these apps to you guys
43,since i think that these are really
43,awesome tools
43,for capturing notes and for organizing
43,pdfs
43,now the one thing that is really good
43,about notability and i'm not sure if
43,they
43,have it here so here you could see that
43,they did like
43,an illustration drawing and then they
43,also had some typing in here
43,so it's good if you want to do both the
43,one thing that people
43,do seem to really like about notability
43,is that
43,you can record lectures so what you
43,could do is if you're sitting in your
43,biochemistry class you could start a
43,recording
43,and take notes and notability and you
43,could even
43,import into good notes or notability
43,pdfs
43,so you could use these as ways to
43,organize and annotate pdfs if you would
43,like
43,but i do know that there were other kids
43,or
43,adults i should say in my in my you know
43,phd class that would
43,import the powerpoint as a pdf into
43,notability they would take notes on
43,their ipad
43,and the awesome thing about it was that
43,when you went back home you could hit
43,play and it would literally play back
43,the lecture for you
43,and as it was playing back in real time
43,it would show you where you were taking
43,notes
43,so if you ever got stuck in your like
43,i'm not sure why i was taking notes on
43,this one specific thing it seemed
43,important at the time but now like
43,i can't really remember what the
43,professor was talking about
43,you could go back and listen to that and
43,that's really the main
43,reason i wanted to give notability like
43,a shout out i personally used goodnotes
43,but that one feature alone i think for a
43,lot of people is going to be a selling
43,point and something that you would want
43,to look into notability about
43,now i mentioned that for both of these
43,that you can go ahead
43,and um you can
43,import pdfs and so why didn't i use
43,either of these to do pdfs
43,uh the main reason is because there is
43,this app
43,called pdf expert now
43,pdf expert is just
43,the pin ultimate pdf app in my opinion
43,if you're in the apple ecosystem so if
43,you have an iphone
43,you can use it but really it's made for
43,ipad and for the mac
43,the mac version is really expensive but
43,the ipad version for not that much
43,money has everything that you could want
43,so you could of course
43,annotate your pdfs which is really great
43,so you could obviously do your markers
43,pens you can make
43,notes there's annotation
43,summaries there's table of contents
43,there's editing pdf so if you ever
43,needed to edit a pdf
43,there's all kinds of things merging pdfs
43,extracting pages
43,you could protect sensitive data like
43,redacting or put
43,passwords on it you could fill out pdf
43,similar to what you do in adobe acrobat
43,customize all the way that you you want
43,it to work
43,and and honestly i mainly use it
43,for the reading experience
43,and i use it for the annotations being
43,as in
43,you know one of the big things i do is
43,read scientific literature
43,and the ipad is a perfect size it's like
43,holding a piece of paper but it's a
43,tablet and you could just
43,infinitely read paper after paper on
43,them it's like one of the best things
43,ever
43,um but honestly i also do use
43,i don't do the pdf editing but i do use
43,the things like redacting merging pdfs
43,extracting pages
43,and i do do a lot of pdf filling so i do
43,use my ipad
43,and pdf expert a lot for filling out
43,things you know for
43,work or for personal things whenever i
43,need to fill things out it's really easy
43,to do on the ipad
43,and for putting signatures onto things
43,but
43,i think that if you were to get either
43,good notes or notability and then pdf
43,expert i think that you're well on your
43,way and it's worth spending the
43,twenty dollars to do it and have just
43,infinite control
43,over how you organize your app um your
43,pdfs and your notes now again
43,this works really really well if you're
43,in the apple ecosystem and you have an
43,ipad and i realize that not everybody
43,does
43,especially if you're in graduate school
43,they do cost money
43,um so if you want i can make a follow-up
43,video to this where i go over some
43,alternatives that are more
43,pc friendly or something that you would
43,maybe get on a pc or on
43,on your mac that aren't necessarily for
43,an ipad
43,um so if that's something that you're
43,interested in let me know in the
43,comments down below
43,but with that i'm gonna wrap this one up
43,and i'll catch you guys in the next one
43,bye
44,welcome back everybody so today we have
44,another viewer comment that we're going
44,to answer
44,and i'll say that if you have any
44,questions
44,make sure to leave them in the comments
44,below we've been answering a lot of
44,questions both
44,in the comment section and in videos
44,from individuals that have really good
44,questions so if you have questions
44,be sure to ask them i'm sure there are
44,others out there that have the same
44,question
44,today the question is going to be
44,focused on what to do in terms of
44,leaving labs so specifically
44,if you have a good relationship with
44,your current pi doing a postdoc but you
44,feel like
